ID	word	Body
1777	Merchant	(1: emporoV; Strong # 1713)\denotes "a person on a journey" ({poroV}, "a journey"), "a passenger on shipboard;" then, "a merchant," Matt. 13:45; Rev. 18:3,11,15,23.
1778	Merciful, Mercy	(A-1, Noun: eleoV; Strong # 1656)\"is the outward manifestation of pity; it assumes need on the part of him who receives it, and resources adequate to meet the need on the part of him who shows it. It is used \    (a) of God, who is rich in mercy, Eph. 2:4, and who has provided salvation for all men, Titus 3:5, for Jews, Luke 1:72, and Gentiles, Rom. 15:9. He is merciful to those who fear him, Luke 1:50, for they also are compassed with infirmity, and He alone can succor them. Hence they are to pray boldly for mercy, Heb. 4:16, and if for themselves, it is seemly that they should ask for mercy for one another, Gal. 6:16; 1 Tim. 1:2. When God brings His salvation to its issue at the Coming of Christ, His people will obtain His mercy, 2 Tim. 1:16; Jude 1:21; \    (b) of men; for since God is merciful to them, He would have them show mercy to one another, Matt. 9:13; 12:7; 23:23; Luke 10:37; Jas. 2:13. "Wherever the words mercy and peace are found together they occur in that order, except in Gal. 6:16. Mercy is the act of God, peace is the resulting experience in the heart of man. Grace describes God's attitude toward the law-breaker and the rebel; mercy is His attitude toward those who are in distress."* [* From Notes on Galatians, by Hogg and Vine, pp. 340,341.]\\"In the order of the manifestation of God's purposes of salvation grace must go before mercy...only the forgiven may be blessed...From this it follows that in each of the Apostolic salutations where these words occur, grace precedes mercy, 1 Tim. 1:2; 2 Tim. 1:2; Titus 1:4 (in some mss.); 2 John 1:3" (Trench, Syn, xlvii).\\(A-2, Noun: oiktirmoV; Strong # 3628)\"pity, compassion for the ills of others," is used \    (a) of God, Who is "the Father of mercies," 2 Cor. 1:3; His "mercies" are the ground upon which believers are to present their bodies a living sacrifice, holy, acceptable to God, as their reasonable service, Rom. 12:1; under the Law he who set it at nought died without compassion, Heb. 10:28; \    (b) of men; believers are to feel and exhibit compassions one toward another, Phil. 2:1, RV "compassions," and Col. 3:12, RV "(a heart) of compassion;" in these two places the word is preceded by No. 3, rendered "tender mercies" in the former, and "a heart" in the latter, RV.\\(A-3, Noun: splanchnon; Strong # 4698)\"affections, the heart," always in the plural in the NT, has reference to "feelings of kindness, goodwill, pity," Phil. 2:1, RV, "tender mercies;" see AFFECTION, No. 2, and BOWELS.\\Note: In Acts. 13:34 the phrase, lit., "the holy things, the faithful things (of David)" is translated, "the holy and sure blessings," RV; the AV, following the mss. in which the words "holy and" are absent, has "the sure mercies," but notices the full phrase in the margin.\\(B-1, Verb: eleeo; Strong # 1653)\akin to A, No. 1, signifies, in general, "to feel sympathy with the misery of another," and especially sympathy manifested in act, \    (a) in the Active Voice, "to have pity or mercy on, to show mercy" to, e.g., Matt. 9:27; 15:22; 17:15; 18:33; 20:30,31 (three times in Mark, four in Luke); Rom. 9:15,16,18; 11:32; 12:8; Phil. 2:27; Jude 1:22,23; \    (b) in the Passive Voice, "to have pity or mercy shown one, to obtain mercy," Matt. 5:7; Rom. 11:30,31; 1 Cor. 7:25; 2 Cor. 4:1; 1 Tim. 1:13,16; 1 Pet. 2:10.\\(B-2, Verb: oikteiro; Strong # 3627)\akin to A, No. 2, "to have pity on" (from {oiktoV}, "pity:" {oi}, an exclamation, = oh!), occurs in Rom. 9:15 (twice), where it follows No. 1 (twice); the point established there and in Exod. 33:19, from the Sept. of which it is quoted, is that the "mercy" and compassion shown by God are determined by nothing external to His attributes. Speaking generally {oikteiro} is a stronger term than {eleeo}.\\(B-3, Verb: hilaskomai; Strong # 2433)\in profane Greek meant "to conciliate, appease, propitiate, cause the gods to be reconciled;" their goodwill was not regarded as their natural condition, but as something to be earned. The heathen believed their gods to be naturally alienated in feeling from man. In the NT the word never means to conciliate God; it signifies \    (a) "to be propitious, merciful," Luke 18:13, in the prayer of the publican; \    (b) "to expiate, make propitiation for," Heb. 2:17, "make propitiation." That God is not of Himself already alienated from man, see John 3:16. His attitude toward the sinner does not need to be changed by his efforts. With regard to his sin, an expiation is necessary, consistently with God's holiness and for His righteousness' sake, and that expiation His grace and love have provided in the atoning sacrifice of His Son; man, himself a sinner, justly exposed to God's wrath (John 3:36), could never find an expiation. As Lightfoot says, "when the NT writers speak at length on the subject of Divine wrath, the hostility is represented, not as on the part of God, but of men." Through that which God has accomplished in Christ, by His death, man, on becoming regenerate, escapes the merited wrath of God. The making of this expiation [\    (b) above], with its effect in the mercy of God \    (a) is what is expressed in {hilaskomai}. The Sept. uses the compound verb {exilaskomai}, e.g., Gen. 32:20; Exod. 30:10,15,16; 32:30, and frequently in Lev. and Num. See PROPITIATION.\\(C-1, Adjective: eleemon; Strong # 1655)\"merciful," akin to A, No. 1, not simply possessed of pity but actively compassionate, is used of Christ as a High Priest, Heb. 2:17, and of those who are like God, Matt. 5:7 (cp. Luke 6:35,36, where the RV, "sons" is to be read, as representing characteristics resembling those of their Father).\\(C-2, Adjective: oiktirmon; Strong # 3629)\"pitiful, compassionate for the ills of others," a stronger term than No. 1 (akin to A, No. 2), is used twice in Luke 6:36, "merciful" (of the character of God, to be expressed in His people); Jas. 5:11, RV, "merciful," AV, "of tender mercy."\\(C-3, Adjective: hileoV; Strong # 2436)\"propitious, merciful" (akin to B, No. 3), was used in profane Greek just as in the case of the verb (which see). There is nothing of this in the use of the word in Scripture. The quality expressed by it there essentially appertains to God, though man is underserving of it. It is used only of God, Heb. 8:12; in Matt. 16:22, "Be it far from Thee" (Peter's word to Christ) may have the meaning given in the RV marg., "(God) have mercy on Thee," lit., "propitious to Thee" (AV marg., "Pity Thyself"). Cp. the Sept., 2 Sam. 20:20; 23:17.\\(C-4, Adjective: aneleoV | anileoV; Strong # 448)\"unmerciful, merciless" ({a}, negative, {n}, euphonic, and A, No. 2, or C, No. 3), occurs in Jas. 2:13, said of judgment on him who shows no "mercy."
1779	Mercy Seat	(1: hilasterion; Strong # 2435)\"the lid or cover of the ark of the covenant," signifies the Propitiatory, so called on account of the expiation made once a year on the great Day of Atonement, Heb. 9:5. For the formation see Exod. 25:17-21. The Heb. word is KAPPORETH, "the cover," a meaning connected with the covering or removal of sin (Ps. 32:1) by means of expiatory sacrifice. This mercy seat, together with the ark, is spoken of as the footstool of God, 1 Chron. 28:2; cp. Ps. 99:5; 132:7. The Lord promised to be present upon it and to commune with Moses "from above the mercy seat, from between the two cherubim," Exod. 25:22 (see CHERUBIM). In the Sept. the word {epithema}, which itself means "a cover," is added to {hilasterion}; {epithema} was simply a translation of kapporeth; accordingly, {hilasterion}, not having this meaning, and being essentially connected with propitiation, was added. Eventually {hilasterion} stood for both. In 1 Chron. 28:11 the Holy of Holies is called "the House of the Kapporeth" (see RV, marg.). Through His voluntary expiatory sacrifice in the shedding of His blood, under Divine judgment upon sin, and through His resurrection, Christ has become the Mercy Seat for His people. See Rom. 3:25, and see PROPITIATION, B, No. 1.
1780	Merry	(1: euphraino; Strong # 2165)\in the Active Voice, "to cheer, make glad," 2 Cor. 2:2, is used everywhere else in the Passive Voice, signifying, "to be happy, rejoice, make merry," and translated "to be merry" in Luke 12:19; 15:23,24,29,32; in Luke 16:19, "fared (sumptuously);" in Rev. 11:10, "make merry." See FARE, GLAD, REJOICE. \\(2: euthumeo; Strong # 2114)\from {eu}, "well," and {thumoV}, "the soul," as the principle of feeling, especially strong feeling, signifies "to make cheerful;" it is used intransitively in the NT, "to be of good cheer," Acts 27:22,25; in Jas. 5:13, RV, "is (any) cheerful?" (AV, "...merry?"). See CHEER.
1781	Mess	(1: brosiV; Strong # 1035)\"eating, food," is translated "mess of meat" in Heb. 12:16, RV (AV, "morsel of meat"). See FOOD, MEAT, No. 2.
1782	Message	(1: angelia; Strong # 31)\akin to {angello}, "to bring a message, proclaim," denotes a "message, proclamation, news," 1 John 1:5 [some mss. have {epangelia}: see Note (1)]; 1 John 3:11, where the word is more precisely defined (by being followed by the conjunction "that," expressing the purpose that we should love one another) as being virtually equivalent to an order. Notes: (1) {Epangelia} ({epi}, "upon," and No. 1), "a promise," is found in some mss. in 1 John 1:5, "message" (see No. 1). See PROMISE. (2) In Luke 19:14, AV, {presbeia}, is translated "a message;" RV, "an ambassage," as in 14:32. See AMBASSAGE.\\(2: akoe; Strong # 189)\"hearing," also denotes "the thing heard, a message;" in 1 Thess. 2:13, it is associated with {logoV}, "a word," lit., "the word of hearing" (RV marg.), RV, "the word of the message," AV, "the word...which ye heard;" so in Heb. 4:2, RV, "the word of hearing" (AV, "the word preached"). See HEARING.\\(3: kerugma; Strong # 2782)\"that which is proclaimed by a herald, a proclamation, preaching," is translated "the message" in Titus 1:3, RV (AV, "preaching"). See PREACHING.
1783	Messenger	(1: angeloV; Strong # 32)\"a messenger, an angel, one sent," is translated "messenger," of John the Baptist, Matt. 11:10; Mark 1:2; Luke 7:27; in the plural, of John's "messengers," Luke 7:24; of those whom Christ sent before Him when on His journey to Jerusalem, Luke 9:52; of Paul's "thorn in the flesh," "a messenger of Satan," 2 Cor. 12:7; of the spies as received by Rahab, Jas. 2:25. See ANGEL. \\(2: apostoloV; Strong # 652)\"an apostle," is translated "messengers" in 2 Cor. 8:23 regarding Titus and "the other brethren," whom Paul describes to the church at Corinth as "messengers of the churches," in respect of offerings from those in Macedonia for the needy in Judea; in Phil. 2:25, of Epaphroditus as the "messenger" of the church at Philippi to the Apostle in ministering to his need; RV marg. in each case, "apostle." See APOSTLE.
1784	Mete	See Strong # 3354.
1785	Mid	* For MID see MIDST
1786	Middle	* For MIDDLE see WALL
1787	Midnight	(1: mesonuktion; Strong # 3317)\an adjective denoting "at, or of, midnight," is used as a noun in Mark 13:35; Luke 11:5; Acts 16:25; 20:7. Note: In Matt. 25:6 "at midnight" translates the adjective {mesoV}, and noun {nux}, "night," in the combined adverbial phrase. In Acts 27:27 "about midnight" translates an adverbial phrase consisting of {kata}, "towards," followed by {mesoV}, "middle" and {nux}, "night," with the article, lit., "towards (the) middle of the night." See MIDST.
1788	Midst	(A-1, Adjective and Adverb: mesoV; Strong # 3319)\an adjective denoting "middle, in the middle or midst," is used in the following, in which the English requires a phrase, and the adjectival rendering must be avoided: Luke 22:55, "Peter sat in the midst of them," lit., "a middle one of (them):" Luke 23:45, of the rending of the veil "in the midst;" here the adjective idiomatically belongs to the verb "was rent," and is not to be taken literally, as if it meant "the middle veil;" John 1:26, "in the midst of you (standeth One)," RV (lit., "a middle One"); Acts 1:18, where the necessity of avoiding the lit. rendering is obvious. Cp. the phrases "at midday," "at midnight" (see MIDDAY, MIDNIGHT, above). Notes: (1) {MesoV} is used adverbially, in prepositional phrases, \    (a) {ana} m., e.g., 1 Cor. 6:5, "between;" Matt. 13:25, "among;" Rev. 7:17, "in the midst;" \    (b) {dia} m., e.g., Luke 4:30; 17:11, "through the midst;" \    (c) {en} m., Luke 10:3, RV, "in the midst," AV, "among;" so Luke 22:27; 1 Thess. 2:7; with the article after {en}, e.g., Matt. 14:6, RV, "in the midst," AV, "before;" \    (d) {eiV} m., Mark 14:60, "in the midst;" with the article, e.g., Mark 3:3, "forth" (lit., "into the midst"); \    (e) {ek} m., "out of the way," lit., "out of the midst," Col. 2:14; 2 Thess. 2:7, where, however, removal is not necessarily in view; there is no accompanying verb signifying removal, as in each of the other occurrences of the phrases; with the article, e.g., 1 Cor. 5:2; 2 Cor. 6:17; see WAY; \    (f) {kata} m., Acts 27:27, "about mid(night)." (2) The neuter, {meson}, is used adverbially in Matt. 14:24, in some mss., "in the midst (of the waves);" in Phil. 2:15 in the best mss. (where some mss. have {en} m....). (3) For Rev. 8:13, see HEAVEN, A, No. 2.\\(B-1, Verb: mesoo; Strong # 3322)\"to be in the middle," is used of time in John 7:14, translated "when it was...the midst (of the feast)," lit., "(the feast) being in the middle."
1789	Might, Mighty, Mightily, Mightier	(A-1, Noun: dunamiV; Strong # 1411)\"power," \    (a) used relatively, denotes "inherent ability, capability, ability to perform anything," e.g., Matt. 25:15, "ability;" Acts 3:12, "power;" 2 Thess. 1:7, RV, "(angels) of His power" (AV, "mighty"); Heb. 11:11, RV, "power" (AV, "strength"); see ABILITY; \    (b) used absolutely, denotes (1) "power to work, to carry something into effect," e.g., Luke 24:49; (2) "power in action," e.g., Rom. 1:16; 1 Cor. 1:18; it is translated "might" in the AV of Eph. 1:21 (RV, "power"); so Eph. 3:16; Col. 1:11 (1st clause); 2 Pet. 2:11; in Rom. 15:19, AV, this noun is rendered "mighty;" RV, "(in the) power of signs." The RV consistently avoids the rendering "might" for {dunamiV}; the usual rendering is "power." Under this heading comes the rendering "mighty works," e.g., Matt. 7:22, RV (AV, "wonderful works"); 11:20-23; singular number in Mark 6:5; in Matt. 14:2; Mark 6:14 the RV has "powers;" in 2 Cor. 12:12, RV, "mighty works" (AV, "mighty deeds"). See MIRACLE, especially POWER. Note: {DunamiV}, "power," is to be distinguished from {exousia}, "the right to exercise power." See DOMINION, Note.\\(A-2, Noun: ischuV; Strong # 2479)\denotes "might, strength, power," \    (a) inherent and in action as used of God, Eph. 1:19, RV, "(the strength, {kratoV}, of His) might" AV, "(His mighty) power," i.e., power (over external things) exercised by strength; Eph. 6:10, "of His might;" 2 Thess. 1:9, RV, "(from the glory) of His might" (AV "power"); Rev. 5:12, RV, "might" (AV, "strength"); Rev. 7:12, "might;" \    (b) as an endowment, said (1) of angels, 2 Pet. 2:11; here the order is No. 2 and No. 1, RV, "might and power," which better expresses the distinction than the AV, "power and might;" in some mss. in Rev. 18:2 it is said of the voice of an angle [see E, \    (c)]; the most authentic mss. have the adjective {ischuroV}, "mighty;" (2) of men, Mark 12:30,33; Luke 10:27 (RV and AV, "strength," in all three verses); 1 Pet. 4:11, RV, "strength" (AV, "ability:" this belongs rather to No. 1). Either "strength" or "might" expresses the true significance of {ischuV}. See ABILITY, POWER, STRENGTH.\\Notes: (1) In Luke 9:43, AV, {megaleioteV}, "greatness, majesty," is translated "mighty power" (RV, "majesty"). (2) Cp. {kratoV} (see POWER).\\(B-1, Adjective: dunatoV; Strong # 1415)\"powerful, mighty" (akin to A, No. 1), is used, with that significance, (1) of God, Luke 1:49, "mighty;" Rom. 9:22, "power" (here the neuter of the adjective is used with the article, as a noun, equivalent to {dunamiV}); frequently with the meaning "able" (see ABLE, C, No. 1); (2) of Christ, regarded as a prophet, Luke 24:19 ("in deed and word"); (3) of men: Moses, Acts 7:22 ("in his words and works"); Apollos, Acts 18:24, "in the Scriptures;" of those possessed of natural power, 1 Cor. 1:26; of those possessed of spiritual power, 2 Cor. 10:4. For the shades of meaning in the translation "strong," see Rom. 15:1; 2 Cor. 12:10; 13:9. For Rev. 6:15, see No. 2, below; see STRONG. See also POSSIBLE.\\(B-2, Adjective: ischuroV; Strong # 2478)\"strong, mighty" (akin to A, No. 2, and with corresponding adjectival significance), is usually translated "strong;" "mighty" in Luke 15:14 (of a famine); Rev. 19:6 (of thunders); 19:18 (of men): in the following, where the AV has "mighty," the RV substitutes "strong," 1 Cor. 1:27; Rev. 6:15 (AV, "might men"); 18:10,21; Heb. 11:34, RV, "(waxed) mighty" (AV, "valiant"). See BOISTEROUS, POWERFUL, STRONG (where the word is analyzed).\\(B-3, Adjective: ischuroteroV; Strong # 2478)\"stronger, mightier," the comparative degree of No. 2, is translated "mightier" in Matt. 3:11; Mark 1:7; Luke 3:16; "stronger" in Luke 11:22; 1 Cor. 1:25; 10:22. See STRONG.\\(B-4, Adjective: biaioV; Strong # 972)\"violent" (from {bia}, "force, violence, strength," found in Acts 5:26; 21:35; 24:7; 27:41), occurs in Acts 2:2, of wind.\\(B-5, Adjective: krataioV; Strong # 2900)\"strong, mighty" (akin to {kratoV}, "strength," relative and manifested power: see MIGHTILY, below), is found in 1 Pet. 5:6, of the "mighty" hand of God.\\(B-6, Adjective: megaleioV; Strong # 3167)\is rendered "mighty" in Acts 2:11, RV See WONDERFUL, Note (2).\\Notes: (1) In Luke 1:52, AV, {dunasteV}, "a potentate, prince," is translated "mighty" (RV, "princes"). (2) In Rev. 6:13, AV, {megaV}, "great," is translated "mighty" (RV, "great"), of a wind. (3) In Rev. 16:18, AV, {telikoutoV}, "so great" (when said of things), is translated "so mighty" (RV, "so great"), of an earthquake.\\(C-1, Verb: dunateo; Strong # 1414)\"to be powerful" (akin to A, No. 1 and B, No. 1), is found in the most authentic mss. in Rom. 14:4 (some have {dunatoV}, B, No. 1), RV "(the Lord) hath power," AV, "(God) is able;" similarly, as regard mss., in 2 Cor. 9:8, where the RV and AV have "(God) is able;" in 2 Cor. 13:3, AV, "is mighty," RV, "is powerful" (according to the general significance of {dunamiV}).\\Note: In Gal. 2:8, AV, {energeo}, "to work, work in" ({en}, "in," {ergon}, "work"), is first translated "wrought effectually," then "was mighty in" (RV, "wrought for," in both places; the probable meaning is "in me"). See EFFECTUAL, WORK.\\(D-1, Adverb: eutonoV; Strong # 2159)\"vigorously, vehemently" ({eu}, "well," {teino}, "to stetch"), is translated "mightily" in Acts 18:28, AV, of the power of Apollos in "confuting" the Jews (RV, "powerfully"); in Luke 23:10 it is rendered "vehemently." See POWERFUL, VEHEMENTLY. In the Sept., Josh. 6:7, "(let them sound) loudly."\\* The following phrases signify "mightily:" \    (a) {en dunamei}, Col. 1:29, of the inward power of God's working, lit., "in power," as RV marg. ({en}, "in," and A, No. 1); \    (b) {kata kratoV}, Acts 19:20, of the increase of the word of the Lord in a place, lit, "according to might;" \    (c) in Rev. 18:2 some mss. have {en ischui}, lit., "in strength" ({en}, "in," and A, No. 2), of the voice of an angel.
